entry_time,exit_time,right,strike,entry_option,exit_option,pnl_dollar,pnl_pct,exit_reason,underlying,date
2026-01-27 12:00:00-05:00,2026-01-27 12:10:00-05:00,P,696.0,1.15,1.27,10.24,8.9,profit_target,695.77,2026-01-27
2026-01-27 12:05:00-05:00,2026-01-27 12:15:00-05:00,P,695.0,0.77,0.92,13.0,16.8,profit_target,695.54,2026-01-27
2026-01-27 12:20:00-05:00,2026-01-27 12:25:00-05:00,P,694.0,0.56,0.47,-11.06,-19.9,stop_loss,695.97,2026-01-27
2026-01-27 12:35:00-05:00,2026-01-27 12:55:00-05:00,P,695.0,0.86,0.96,8.25,9.6,profit_target,695.43,2026-01-27
2026-01-27 12:40:00-05:00,2026-01-27 12:55:00-05:00,P,696.0,1.33,1.44,9.35,7.0,profit_target,695.43,2026-01-27
2026-01-27 12:30:00-05:00,2026-01-27 13:00:00-05:00,P,694.0,0.53,0.71,16.11,30.3,profit_target,695.1,2026-01-27
2026-01-27 13:05:00-05:00,2026-01-27 13:10:00-05:00,P,694.0,0.72,0.61,-13.81,-19.1,stop_loss,695.43,2026-01-27
2026-01-27 13:15:00-05:00,2026-01-27 13:20:00-05:00,P,697.0,1.88,1.71,-18.93,-10.1,stop_loss,695.95,2026-01-27
2026-01-27 13:30:00-05:00,2026-01-27 13:40:00-05:00,C,697.0,0.96,0.85,-13.08,-13.6,stop_loss,695.76,2026-01-27
2026-01-27 13:35:00-05:00,2026-01-27 13:40:00-05:00,C,695.0,1.94,1.85,-10.05,-5.2,stop_loss,695.76,2026-01-27
2026-01-27 13:25:00-05:00,2026-01-27 13:55:00-05:00,C,696.0,1.32,1.43,8.52,6.4,profit_target,696.03,2026-01-27
2026-01-27 14:00:00-05:00,2026-01-27 14:25:00-05:00,C,696.0,1.37,1.5,10.57,7.7,profit_target,696.17,2026-01-27
2026-01-27 13:45:00-05:00,2026-01-27 14:30:00-05:00,C,697.0,0.92,1.03,8.77,9.6,profit_target,696.21,2026-01-27
2026-01-27 14:40:00-05:00,2026-01-27 15:10:00-05:00,C,696.0,1.5,1.61,8.37,5.6,profit_target,696.37,2026-01-27
2026-01-27 14:35:00-05:00,2026-01-27 15:25:00-05:00,C,697.0,1.03,0.93,-11.83,-11.5,stop_loss,696.0,2026-01-27
2026-01-27 15:15:00-05:00,2026-01-27 15:25:00-05:00,C,696.0,1.56,1.4,-18.61,-11.9,stop_loss,696.0,2026-01-27
2026-01-27 13:50:00-05:00,2026-01-27 15:50:00-05:00,C,698.0,0.6,0.49,-13.49,-22.3,stop_loss,695.68,2026-01-27
2026-01-27 15:30:00-05:00,2026-01-27 15:50:00-05:00,P,698.0,2.27,2.55,26.37,11.6,profit_target,695.68,2026-01-27
2026-01-27 15:35:00-05:00,2026-01-27 15:50:00-05:00,P,696.0,1.14,1.29,13.33,11.7,profit_target,695.68,2026-01-27
2026-01-28 09:35:00-05:00,2026-01-28 09:40:00-05:00,P,696.0,1.36,1.2,-17.31,-12.8,stop_loss,697.65,2026-01-28
2026-01-28 09:30:00-05:00,2026-01-28 09:45:00-05:00,P,695.0,0.92,1.09,15.15,16.5,profit_target,697.17,2026-01-28
2026-01-28 09:50:00-05:00,2026-01-28 09:55:00-05:00,P,696.0,1.31,1.61,27.49,21.0,profit_target,697.12,2026-01-28
2026-01-28 10:00:00-05:00,2026-01-28 10:05:00-05:00,P,695.0,1.28,1.45,14.94,11.7,profit_target,696.62,2026-01-28
2026-01-27 15:55:00-05:00,2026-01-28 10:10:00-05:00,P,694.0,0.57,1.33,73.81,130.1,profit_target,696.11,2026-01-27
2026-01-28 10:15:00-05:00,2026-01-28 10:20:00-05:00,P,695.0,1.58,1.45,-15.48,-9.8,stop_loss,696.9,2026-01-28
2026-01-28 10:30:00-05:00,2026-01-28 10:40:00-05:00,P,694.0,1.41,1.67,23.91,16.9,profit_target,695.82,2026-01-28
2026-01-28 10:35:00-05:00,2026-01-28 10:40:00-05:00,P,695.0,1.64,2.08,41.48,25.2,profit_target,695.82,2026-01-28
2026-01-28 10:45:00-05:00,2026-01-28 10:55:00-05:00,P,694.0,1.67,1.77,8.19,4.9,profit_target,695.56,2026-01-28
